web-scraper-order,web-scraper-start-url,select,select-href,pagination,prod,prod-href,dispo,gtin,marque,gamme,gamer,systeme,taille_ecran,resolution,processeur,type_processeur,ref_proc,freq_processeur,memoire_cache,ram,disque_dur,type_disk,carte_graphic,chipset_carte,connectors,couleur,grantie,prix
"1683666847-188","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable ASUS X515JA i3 10è Gén 8Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ja-i3-10e-gen-8g-512go-ssd-silver.html","En stock","X515JA-EJ2417W","ASUS","X515JA","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1005G1","1,20 GHz up to 3,40 GHz Turbo max","4 Mo","8 Go","512Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x Casque/Casque, 1 x prise audio combo de 3,5 mm","Silver","1 an","Prix spécial 1 269,000 DT      Ancien prix 1 409,000 DT  -140DT"
"1683666850-189","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable ASUS X515JA i3 10è Gén 8Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-asus-x515ja-i3-10e-gen-8go-512go-ssd-gris.html","En stock","X515JA-EJ2481W","ASUS","X515JA","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1005G1","1,20 GHz up to 3,40 GHz Turbo max","4 Mo","8 Go","512Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x Casque/Casque, 1 x prise audio combo de 3,5 mm","Gris","1 an","Prix spécial 1 269,000 DT      Ancien prix 1 389,000 DT  -120DT"
"1683666853-190","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable ASUS X515JA i3 10è Gén 8Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ja-i3-10e-gen-8go-512g-ssd.html","En stock","BU-X515JA-EJ2417W","ASUS","X515JA","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1005G1","1,20 GHz up to 3,40 GHz Turbo max","4 Mo","8 Go","512Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x Casque/Casque, 1 x prise audio combo de 3,5 mm","Silver","1 an","Prix spécial 1 269,000 DT      Ancien prix 1 389,000 DT  -120DT"
"1683666856-191","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable LENOVO V15 G2 ITL i3 11è Gén 20Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-lenovo-v15-g2-itl-i3-11e-gen-20go-256go-ssd-noir.html","En stock","82KB0001FE-20G","LENOVO","V15 G2","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","20 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1xRJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation","Noir","1 an","1 269,000 DT"
"1683666859-192","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable HP 15-dw3078nk i3 11è Gén 20Go 256Go SSD - Gris","https://www.mytek.tn/pc-portable-hp-15-dw3078nk-i3-11e-gen-20go-256go-ssd-gris.html","En stock","6F954EA-20G","HP","15-DW3078NK","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3,00 GHz up to 4.10 GHz Turbo max","6 Mo","20 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise combinée casque/microphone, 1 prise secteur Smart Pin","Gris","1 an","1 269,000 DT"
"1683666862-193","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","Pc Portable DELL Vostro 3510 i3 11è Gén 20G 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3510-i3-11e-gen-20g-256go-ssd-noir.html","En stock","BU-3510-I3-256SSD-20G-W10P","DELL","VOSTRO 3510","Non","","","1366 x 768 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","20 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 3.2 Gen 1, 1xUSB-C 3.2 Gen 1, 1xUSB 2.0, 1x HDMI 1.4, 1x RJ45,1xprise jack audio","Noir","1 an","1 259,000 DT"
"1683666865-194","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable ASUS X515F i3 10è Gén 12Go 256Go SSD - Gris","https://www.mytek.tn/pc-portable-asus-x515f-i3-10e-gen-12go-256go-ssd-gris.html","En stock","90NB0W01-M00AN0-12G","ASUS","X515F","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-10110U","2,10 GHz up to 4,10 GHz Turbo max","4 Mo","12 Go","256 Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB Type-C 3.2 Gen 1, 2x USB Type-A 2.0, 1x USB Type-A 3.2 Gen 1, 1x DC-in, 1x HDMI 1.4, lecteur de carte Micro SD","Gris","1 an","1 249,000 DT"
"1683666868-195","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable ASUS Vivobook 15 i3 12è Gén 12Go 256Go SSD - Bleu","https://www.mytek.tn/pc-portable-asus-vivobook-15-i3-12e-gen-12go-256go-ssd-bleu.html","En stock","X1502ZA-EJ674W-12G","ASUS","VIVOBOOK 15","Non","","","1920 x 1080 pixels","Intel Core i3","Hexa Core","Intel® Core™ i3-1215U","Up to 4,40 GHz Turbo max","10 Mo","12 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combinée 3,5 mm, 1x Entrée CC","Bleu","1 an","Prix spécial 1 245,000 DT      Ancien prix 1 309,000 DT  -64DT"
"1683666871-196","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable ASUS Vivobook 15 X1502ZA i3 12è Gén 12Go 256Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-vivobook-15-x1502za-i3-12e-gen-12go-256go-ssd-silver.html","En stock","X1502ZA-BQ829W-12G","ASUS","VIVOBOOK 15 X1502ZA","Non","","","1920 x 1080 pixels","Intel Core i3","Hexa Core","Intel® Core™ i3-1215U","Up to 4,40 GHz Turbo max","10 Mo","12 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x Prise audio combinée 3,5 mm, 1x Entrée CC","Silver","1 an","1 245,000 DT"
"1683666874-197","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable ASUS X515JA i3 10è Gén 8Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ja-i3-10e-gene-8g-512g-ssd-silver.html","En stock","X515JA-BR3991-8G","ASUS","X515JA","Non","","","1366 x 768 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1005G1","1,20 GHz up to 3,40 GHz Turbo max","4 Mo","8 Go","512Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x Casque/Casque, 1 x prise audio combo de 3,5 mm","Silver","1 an","1 239,000 DT"
"1683666877-198","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable HP 15-dw3079nk i3 11è Gén 12Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-hp-15-dw3079nk-i3-11e-gen-12go-256go-ssd-noir.html","En stock","6F955EA-12G","HP","15-DW3079NK","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3,00 GHz up to 4.10 GHz Turbo max","6 Mo","12 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise secteur Smart Pin, 1 prise combinée casque/microphone","Noir","1 an","1 235,000 DT"
"1683666880-199","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","PC Portable LENOVO V15 G2 ITL i3 11è Gén 20Go 1To - Noir","https://www.mytek.tn/pc-portable-lenovo-v15-g2-itl-i3-11e-gen-20go-1to-noir.html","En stock","82KB000EFE-20G","LENOVO","V15 G2 ITL","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3,00 GHz up to 4,10 GHz Turbo max","6 Mo","20 Go","1 To HDD","HDD","Graphique Intégrée","Intel UHD","1xUSB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1xRJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation","Noir","1 an","1 229,000 DT"
"1683666883-200","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=9","Pc Portable DELL Vostro 3510 i3 11è Gén 16Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3510-i3-11e-gen-16g-256go-ssd-noir.html","En stock","BU-3510-I3-256SSD-16G-W10P","DELL","VOSTRO 3510","Non","","","1366 x 768 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","16 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 3.2 Gen 1, 1xUSB-C 3.2 Gen 1, 1xUSB 2.0, 1x HDMI 1.4, 1x RJ45,1xprise jack audio","Noir","1 an","1 229,000 DT"
"1683666889-201","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable ASUS X515JA i3 10è Gén 20Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ja-i3-10e-gen-20go-512go-ssd-silver.html","En stock","X515JA-EJ2134W-20G","ASUS","X515JA","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1005G1","1,20 GHz up to 3,40 GHz Turbo max","4 Mo","20 Go","512Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x Casque/Casque, 1 x prise audio combo de 3,5 mm","Silver","1 an","Prix spécial 1 375,000 DT      Ancien prix 1 499,000 DT  -124DT"
"1683666892-202","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable ASUS X515JA i3 10è Gén 20Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ja-i3-10e-gen-20go-512g-ssd-silver.html","En stock","X515JA-EJ2417W-20G","ASUS","X515JA","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1005G1","1,20 GHz up to 3,40 GHz Turbo max","4 Mo","20 Go","512Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x Casque/Casque, 1 x prise audio combo de 3,5 mm","Silver","1 an","Prix spécial 1 375,000 DT      Ancien prix 1 499,000 DT  -124DT"
"1683666895-203","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable ASUS X515JA i3 10è Gén 20Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ja-i3-10e-gen-20go-512go-ssd.html","En stock","BU-X515JA-EJ2417W-20G","ASUS","X515JA","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1005G1","1,20 GHz up to 3,40 GHz Turbo max","4 Mo","20 Go","512Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x Casque/Casque, 1 x prise audio combo de 3,5 mm","Silver","1 an","Prix spécial 1 375,000 DT      Ancien prix 1 469,000 DT  -94DT"
"1683666898-204","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable ASUS X515JA i3 10è Gén 20Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-asus-x515ja-i3-10e-gen-20go-512go-ssd-gris.html","En stock","X515JA-EJ2481W-20G","ASUS","X515JA","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1005G1","1,20 GHz up to 3,40 GHz Turbo max","4 Mo","20 Go","512Go SSD","SSD","Graphique Intégrée","Intel HD","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x Casque/Casque, 1 x prise audio combo de 3,5 mm","Gris","1 an","Prix spécial 1 375,000 DT      Ancien prix 1 379,000 DT  -4DT"
"1683666901-205","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable HP 15-dw3084nk i3 11è Gén 32Go 256Go SSD - Silver","https://www.mytek.tn/pc-portable-hp-15-dw3084nk-i3-11e-gen-32go-256go-ssd-silver.html","En stock","6U7X8EA-32G","HP","15-dw3084nk","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","32 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone, 1x AC smart pin","Silver","1 an","Prix spécial 1 375,000 DT      Ancien prix 1 445,000 DT  -70DT"
"1683666904-206","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","Pc Portable DELL Vostro 3400 i5 11è Gén 4Go 1To - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3400-i5-11e-gen-4go-1to-noir.html","En stock","N4004VN3400EMEA01","DELL","VOSTRO 3400","Non","","","1920 x 1080 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo max","8 Mo","4 Go","1 To HDD","HDD","Graphique Intégrée","Intel Iris X","1x USB 2.0, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4,1x RJ-45, 1 prise jack pour casque 3.5 mm","Noir","1 an","1 369,000 DT"
"1683666908-207","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 5 12Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-5-12go-512go-ssd-gris.html","En stock","82KU01E0FG-12G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 5500U","2.1 GHz up to 4.0 GHz Turbo max","8 Mo","12 Go","512Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation, 1x lecteur de carte","Gris","1 an","1 369,000 DT"
"1683666911-208","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 5 12Go 512Go SSD - Sable","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-5-12go-512go-ssd-sable.html","En stock","82KU01DYFG-12G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 5500U","2.1GHz up to 4.0GHz Turbo max","8 Mo","12 Go","512Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation, 1x lecteur de carte","Sable","1 an","1 369,000 DT"
"1683666916-209","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","Pc Portable DELL Vostro 3510 i5 11è Gén 4G 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3510-i5-11e-gen-4g-256go-ssd-noir.html","En stock","VOSTRO-3510-I5","DELL","VOSTRO 3510","Non","","","1366 x 768 pixels","Intel Core i5","Quad Core","Intel Core i5-1135G7","2.40 GHz up to 4,20 GHz Turbo max","8 Mo","4 Go","256 Go SSD","SSD","Graphique Intégrée","Intel Iris X","2x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ45, 1x prise jack audio","Noir","1 an","1 359,000 DT"
"1683666919-210","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable HP 15-dw3086nk i3 11è Gén 32Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-hp-15-dw3086nk-i3-11e-gen-32go-256go-ssd-noir.html","En stock","6U7Y0EA-32G","HP","15-dw3086nk","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","32 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone, 1x AC smart pin","Noir","1 an","Prix spécial 1 355,000 DT      Ancien prix 1 445,000 DT  -90DT"
"1683666922-211","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable HP 15-dw3085nk i3 11è Gén 32Go 256Go SSD - Gris","https://www.mytek.tn/pc-portable-hp-15-dw3085nk-i3-11e-gen-32go-256go-ssd-gris.html","En stock","6U7X9EA-32G","HP","15-dw3085nk","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","32 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1x prise combinée casque/microphone, 1x AC smart pin","Gris","1 an","Prix spécial 1 355,000 DT      Ancien prix 1 445,000 DT  -90DT"
"1683666925-212","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable ASUS X515JA i3 10è Gén 20Go 512Go SSD - Silver","https://www.mytek.tn/pc-portable-asus-x515ja-i3-10e-gen-20go-512go-ssd-silver-x515ja-br3991-20g.html","En stock","X515JA-BR3991-20G","ASUS","X515JA","Non","","","1366 x 768 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1005G1","1,20 GHz up to 3,40 GHz Turbo max","4 Mo","20 Go","512Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A, 1 x HDMI 1.4, 1x Casque/Casque, 1 x prise audio combo de 3,5 mm","Inox","1 an","1 349,000 DT"
"1683666929-213","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 5 8Go 512Go SSD - Gris","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-5-8go-512go-ssd-gris.html","Epuisé","82KU01E0FG","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 5500U","2.1GHz up to 4.0GHz Turbo max","8 Mo","8 Go","512Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation, 1x lecteur de carte","Gris","1 an","1 329,000 DT"
"1683666932-214","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 5 8Go 512Go SSD - Sable","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-5-8go-512go-ssd-sable.html","En stock","82KU01DYFG","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","AMD Ryzen 5","Hexa Core","AMD Ryzen™ 5 5500U","2.1GHz up to 4.0GHz Turbo max","8 Mo","8 Go","512Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation, 1x lecteur de carte","Sable","1 an","1 329,000 DT"
"1683666935-215","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=10","PC Portable HP 15-dw3079nk i3 11è Gén 20Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-hp-15-dw3079nk-i3-11e-gen-20g-256go-ssd-noir.html","En stock","","HP","15-DW3079NK","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3,00 GHz up to 4,10 GHz Turbo max","6 Mo","20 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x RJ-45, 1 prise secteur Smart Pin, 1 prise combinée casque/microphone","Noir","1 an","1 319,000 DT"
